year,rank,song,artist,cleaned_artist,uri,key,duration,bpm,energy,danceability,valence,acousticness,loudness,genres
2019,77,Worth It,YK Osiris,YK Osiris,https://open.spotify.com/track/4XiGKQqbmnMVxDzUj6j3f2,F Minor,3:09,124,53,76,42,47,-4 dB,melodic rap; trap
2019,78,Only Human,Jonas Brothers,Jonas Brothers,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,C Major,3:03,94,50,80,87,11,-6 dB,boy band; pop
2019,79,Knockin' Boots,Luke Bryan,Luke Bryan,https://open.spotify.com/track/2opQESZb7JsRKCvWMBPeuv,D Major,3:20,132,68,73,64,13,-4 dB,contemporary country; country; country road; modern country rock
2019,80,Trip,Ella Mai,Ella Mai,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,B Minor,3:34,80,61,48,36,22,-6 dB,r&b; rap; uk contemporary r&b; urban contemporary
2019,81,Rumor,Lee Brice,Lee Brice,https://open.spotify.com/track/56eGOeSsqdg3FLxdo83TwV,A Major,3:18,141,56,66,60,75,-7 dB,contemporary country; country; country road; modern country rock
2019,82,Swervin,A Boogie wit da Hoodie featuring 6ix9ine,"A Boogie wit da Hoodie, 6ix9ine",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,A Major,3:09,93,66,58,43,2,-5 dB,melodic rap; rap; trap; emo rap
2019,83,How Do You Sleep?,Sam Smith,Sam Smith,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,C# Minor,3:22,166,68,56,36,15,-5 dB,pop; uk pop
2019,84,Baby,Lil Baby and DaBaby,"Lil Baby, DaBaby",https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,B♭ Major,2:22,108,46,97,46,10,-7 dB,atl hip hop; atl trap; rap; trap; hip hop; north carolina hip hop; pop rap; rap; trap
2019,85,Look What God Gave Her,Thomas Rhett,Thomas Rhett,https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V,D Major,2:49,113,85,74,88,3,-4 dB,contemporary country; country; country road; modern country rock
2019,86,Good as You,Kane Brown,Kane Brown,https://open.spotify.com/track/19kUPdKTp85q9RZNwaXM15,A♭ Major,3:12,154,52,63,77,40,-6 dB,black americana; contemporary country; country; country road
2019,87,Clout,Offset featuring Cardi B,"Offset, Cardi B",https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,C# Major,3:26,140,62,92,42,23,-7 dB,atl hip hop; hip hop; pop rap; rap; trap; pop; rap
2019,88,Love Lies,Khalid and Normani,"Khalid, Normani",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,F# Major,3:22,144,65,71,34,10,-6 dB,pop; pop r&b; pop; r&b
2019,89,One Thing Right,Marshmello and Kane Brown,"Marshmello, Kane Brown",https://open.spotify.com/track/7gZXCjAy6nxKCQWLEeX4LZ,E Major,3:02,88,63,66,44,6,-2 dB,brostep; edm; pop; progressive electro house; black americana; contemporary country; country; country road
2019,90,Cash Shit,Megan Thee Stallion featuring DaBaby,"Megan Thee Stallion, DaBaby",https://open.spotify.com/track/2rMAtCaTj16NptyVfEIeAC,C# Major,3:13,130,64,92,55,2,-5 dB,houston rap; pop; rap; trap queen; hip hop; north carolina hip hop; pop rap; rap; trap
2019,91,Tequila,Dan + Shay,Dan + Shay,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,B Major,3:17,86,58,49,49,3,-6 dB,contemporary country; country; country road
2019,92,Shotta Flow,NLE Choppa,NLE Choppa,https://open.spotify.com/track/0VB3YI0Dl6TT3C7mIbHTs4,A Major,2:40,120,43,89,45,8,-7 dB,memphis hip hop; rap
2019,93,Hot Girl Summer,Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,"Megan Thee Stallion, Nicki Minaj, Ty Dolla Sign",https://open.spotify.com/track/2Xc9MR2NMc5IKPFKaEjt1k,B♭ Minor,3:16,186,64,76,37,0,-5 dB,houston rap; pop; rap; trap queen; hip pop; pop; queens hip hop; rap; hip hop; pop rap; r&b; southern hip hop; trap; trap soul
2019,94,Talk You Out of It,Florida Georgia Line,Florida Georgia Line,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,E Major,3:23,120,71,65,56,58,-5 dB,contemporary country; country; country pop; country road; modern country rock
2019,95,Beautiful,Bazzi featuring Camila Cabello,"Bazzi, Camila Cabello",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,D Major,3:00,100,72,64,25,35,-5 dB,pop; dance pop; pop
2019,96,Eyes on You,Chase Rice,Chase Rice,https://open.spotify.com/track/4w95iGC6NrxZJ5o3D7bWyV,A Major,3:02,89,65,34,46,32,-7 dB,contemporary country; country; country road; modern country rock
2019,97,All to Myself,Dan + Shay,Dan + Shay,https://open.spotify.com/track/08tq1XcHwVt5PHXUo87i0D,C# Major,2:50,95,78,65,56,21,-5 dB,contemporary country; country; country road
2019,98,Boyfriend,Ariana Grande and Social House,"Ariana Grande, Social House",https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,B♭ Minor,3:06,190,80,40,70,12,-4 dB,pop; No genre found
2019,99,Walk Me Home,Pink,Pink,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,C# Major,2:57,88,45,65,43,5,-6 dB,album rock; art rock; classic rock; progressive rock; psychedelic rock; rock; symphonic rock
2019,100,Robbery,Juice Wrld,Juice Wrld,https://open.spotify.com/track/6iaSML1PIYq936g62BDtBq,D Major,4:00,80,69,62,57,33,-5 dB,chicago rap; melodic rap; rap
2018,1,God's Plan,Drake,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,G Major,3:19,77,45,75,36,3,-9 dB,canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,2,Perfect,Ed Sheeran,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,A♭ Major,4:23,95,45,60,17,16,-6 dB,pop; singer-songwriter pop; uk pop
2018,3,Meant to Be,Bebe Rexha featuring Florida Georgia Line,"Bebe Rexha, Florida Georgia Line",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,B♭ Major,2:44,154,77,64,59,5,-7 dB,dance pop; pop; contemporary country; country; country pop; country road; modern country rock
2018,4,Havana,Camila Cabello featuring Young Thug,"Camila Cabello, Young Thug",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,D Major,3:37,105,52,77,39,18,-4 dB,dance pop; pop; atl hip hop; atl trap; gangster rap; hip hop; melodic rap; rap; trap
2018,5,Rockstar,Post Malone featuring 21 Savage,"Post Malone, 21 Savage",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,F Minor,3:38,160,52,59,13,12,-6 dB,dfw rap; melodic rap; pop; rap; atl hip hop; hip hop; rap
2018,6,Psycho,Post Malone featuring Ty Dolla Sign,"Post Malone, Ty Dolla Sign",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,A_ Major,3:41,140,56,75,46,55,-8 dB,dfw rap; melodic rap; pop; rap; hip hop; pop rap; r&b; southern hip hop; trap; trap soul
2018,7,I Like It,"Cardi B, Bad Bunny and J Balvin","Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,F Minor,4:13,136,73,82,65,10,-4 dB,pop; rap; reggaeton; trap latino; urbano latino; reggaeton; reggaeton colombiano; trap latino; urbano latino
2018,8,The Middle,"Zedd, Maren Morris and Grey","Zedd, Maren Morris, Grey",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,G Major,3:05,107,66,75,44,17,-3 dB,complextro; edm; german techno; pop; pop dance; classic texas country; contemporary country; pop edm
2018,9,In My Feelings,Drake,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,C# Major,3:38,91,63,84,35,6,-6 dB,canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,10,Girls Like You,Maroon 5 featuring Cardi B,"Maroon 5, Cardi B",https://open.spotify.com/track/6V1bu6o1Yo5ZXnsCJU8Ovk,C Major,3:56,125,54,78,45,57,-7 dB,pop; pop; rap
2018,11,Nice for What,Drake,Drake,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,A♭ Major,3:31,93,91,59,76,9,-6 dB,canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,12,Lucid Dreams,Juice Wrld,Juice Wrld,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,F# Minor,0.166666667,84,57,51,22,35,-7 dB,chicago rap; melodic rap; rap
2018,13,Better Now,Post Malone,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,B♭ Major,3:51,145,58,67,34,33,-6 dB,dfw rap; melodic rap; pop; rap
2018,14,Finesse,Bruno Mars featuring Cardi B,"Bruno Mars, Cardi B",https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,F Minor,3:37,105,86,70,93,2,-5 dB,dance pop; pop; pop; rap
2018,15,Boo'd Up,Ella Mai,Ella Mai,https://open.spotify.com/track/4squZv12LD9M8ooJfoVgZS,B♭ Minor,3:59,82,84,57,23,16,-4 dB,r&b; rap; uk contemporary r&b; urban contemporary
2018,16,New Rules,Dua Lipa,Dua Lipa,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,A Minor,3:29,116,70,76,61,0,-6 dB,dance pop; pop; uk pop
2018,17,Sad!,XXXTentacion,XXXTentacion,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,A♭ Major,2:47,75,61,74,47,26,-5 dB,emo rap; miami hip hop; rap
2018,18,Never Be the Same,Camila Cabello,Camila Cabello,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,C Major,3:47,130,71,64,24,18,-4 dB,dance pop; pop
2018,19,Love Lies,Khalid and Normani,"Khalid, Normani",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,F# Major,3:22,144,65,71,34,10,-6 dB,pop; pop r&b; pop; r&b
2018,20,No Tears Left to Cry,Ariana Grande,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,A Minor,3:26,122,71,70,35,4,-6 dB,pop
2018,21,Mine,Bazzi,Bazzi,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,E Major,2:11,143,79,71,72,2,-4 dB,pop
2018,22,Thunder,Imagine Dragons,Imagine Dragons,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,C Major,3:07,168,82,60,29,1,-5 dB,modern rock; pop; rock
2018,23,Look Alive,BlocBoy JB featuring Drake,"BlocBoy JB, Drake",https://open.spotify.com/track/6HJ34Zyw6bg8yGm28AxLXf,B♭ Major,3:01,140,58,92,61,0,-8 dB,memphis hip hop; rap; tennessee hip hop; trap; canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,24,Delicate,Taylor Swift,Taylor Swift,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,A Minor,3:52,95,40,75,5,22,-10 dB,pop
2018,25,Yes Indeed,Lil Baby and Drake,"Lil Baby, Drake",https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,F Minor,2:22,120,35,96,56,4,-9 dB,atl hip hop; atl trap; rap; trap; canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,26,Friends,Marshmello and Anne-Marie,"Marshmello, Anne-Marie",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,A Minor,3:23,95,88,63,53,21,-2 dB,brostep; edm; pop; progressive electro house; pop
2018,27,Bad at Love,Halsey,Halsey,https://open.spotify.com/track/3OzCF9i6Ey7EkkAYJztmKp,C Major,3:01,118,75,68,61,6,-4 dB,electropop; etherpop; indie poptimism; pop
2018,28,Taste,Tyga featuring Offset,"Tyga, Offset",https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,C Major,3:49,98,61,87,36,3,-6 dB,hip hop; pop rap; rap; southern hip hop; trap; atl hip hop; hip hop; pop rap; rap; trap
2018,29,Let You Down,NF,NF,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,F Minor,3:32,148,71,66,46,31,-6 dB,hip hop; pop rap
2018,30,No Limit,G-Eazy featuring ASAP Rocky and Cardi B,"G-Eazy, ASAP Rocky, Cardi B",https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,C# Major,4:05,176,77,84,41,1,-4 dB,indie pop rap; oakland hip hop; pop rap; rap; east coast hip hop; hip hop; rap; pop; rap
2018,31,Fefe,6ix9ine featuring Nicki Minaj and Murda Beatz,"6ix9ine, Nicki Minaj, Murda Beatz",https://open.spotify.com/track/43VXG87ajppI8mO1Mxo8vu,C# Major,2:59,126,38,93,39,9,-9 dB,emo rap; hip pop; pop; queens hip hop; rap; canadian hip hop; canadian trap
2018,32,Tequila,Dan + Shay,Dan + Shay,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,B Major,3:17,86,58,49,49,3,-6 dB,contemporary country; country; country road
2018,33,Feel It Still,Portugal. The Man,Portugal. The Man,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,C# Minor,2:43,79,80,80,75,4,-5 dB,indie rock; indietronica; modern alternative rock; modern rock
2018,34,MotorSport,"Migos, Nicki Minaj and Cardi B","Migos, Nicki Minaj, Cardi B",https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt,D Major,5:03,138,52,90,19,3,-5 dB,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap; hip pop; pop; queens hip hop; rap; pop; rap
2018,35,I Like Me Better,Lauv,Lauv,https://open.spotify.com/track/1jXfVzMk8cSbvAXMML4Y4f,A Major,3:17,92,51,75,42,53,-8 dB,pop
2018,36,Youngblood,5 Seconds of Summer,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,G Minor,3:23,120,85,60,15,2,-5 dB,boy band; pop
2018,37,Whatever It Takes,Imagine Dragons,Imagine Dragons,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,B♭ Minor,3:21,135,66,67,56,4,-5 dB,modern rock; pop; rock
2018,38,Ric Flair Drip,Offset and Metro Boomin,"Offset, Metro Boomin",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,A Major,2:53,100,43,88,33,15,-8 dB,atl hip hop; hip hop; pop rap; rap; trap; rap
2018,39,I Fall Apart,Post Malone,Post Malone,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,A♭ Minor,3:43,144,54,56,29,7,-5 dB,dfw rap; melodic rap; pop; rap
2018,40,Pray for Me,The Weeknd and Kendrick Lamar,"The Weeknd, Kendrick Lamar",https://open.spotify.com/track/6huNf4dutXRjJyGn7f5BPS,D Major,3:31,101,68,73,20,9,-5 dB,canadian contemporary r&b; canadian pop; pop; conscious hip hop; hip hop; rap; west coast rap
2018,41,Back to You,Selena Gomez,Selena Gomez,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,F# Major,3:28,102,73,60,51,9,-5 dB,pop; post-teen pop
2018,42,Sicko Mode,Travis Scott,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,A♭ Major,5:13,155,73,83,45,1,-4 dB,rap; slap house
2018,43,Walk It Talk It,Migos featuring Drake,"Migos, Drake",https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,D Major,4:36,146,63,91,40,9,-5 dB,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap; canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,44,Gucci Gang,Lil Pump,Lil Pump,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,F Major,2:04,120,52,94,70,24,-7 dB,emo rap; miami hip hop; pop rap; rap; trap
2018,45,Him & I,G-Eazy and Halsey,"G-Eazy, Halsey",https://open.spotify.com/track/2lNdc3jjPV4aWEfKH0gvH2,D Major,4:29,88,73,58,19,5,-6 dB,indie pop rap; oakland hip hop; pop rap; rap; electropop; etherpop; indie poptimism; pop
2018,46,In My Blood,Shawn Mendes,Shawn Mendes,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,F Major,3:31,140,71,62,49,6,-7 dB,canadian pop; pop; viral pop
2018,47,All the Stars,Kendrick Lamar and SZA,"Kendrick Lamar, SZA",https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,A♭ Major,3:52,97,63,70,56,6,-5 dB,conscious hip hop; hip hop; rap; west coast rap; pop; r&b; rap
2018,48,Stir Fry,Migos,Migos,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,D Major,3:10,182,82,82,51,0,-5 dB,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap
2018,49,Too Good at Goodbyes,Sam Smith,Sam Smith,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,F Major,3:21,92,37,72,47,64,-8 dB,pop; uk pop
2018,50,Love,Kendrick Lamar featuring Zacari,"Kendrick Lamar, Zacari",https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,B♭ Major,3:33,126,59,80,78,26,-7 dB,conscious hip hop; hip hop; rap; west coast rap; No genre found
2018,51,This Is America,Childish Gambino,Childish Gambino,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,F Major,3:46,120,46,85,55,12,-6 dB,atl hip hop; hip hop; rap
2018,52,Nonstop,Drake,Drake,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,G Major,3:59,155,41,91,42,2,-8 dB,canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,53,Heaven,Kane Brown,Kane Brown,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,A Major,0.125,80,56,68,52,26,-7 dB,black americana; contemporary country; country; country road
2018,54,Bodak Yellow,Cardi B,Cardi B,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL,B Minor,3:44,125,70,93,49,7,-6 dB,pop; rap
2018,55,Freaky Friday,Lil Dicky featuring Chris Brown,"Lil Dicky, Chris Brown",https://open.spotify.com/track/6dbSBQXCctYSVryynHXaZ4,A♭ Major,3:37,133,60,76,76,15,-5 dB,comedy rap; indie pop rap; pop rap; r&b; rap
2018,56,Gummo,6ix9ine,6ix9ine,https://open.spotify.com/track/2HBtd9MYDd2xDVu8Zc6pwt,B♭ Minor,2:38,78,77,69,67,5,-5 dB,emo rap
2018,57,Plug Walk,Rich the Kid,Rich the Kid,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,B Major,2:55,95,52,87,15,20,-7 dB,atl hip hop; melodic rap; plugg; rap; trap
2018,58,Wait,Maroon 5,Maroon 5,https://open.spotify.com/track/6AvfZXpbb6r35DfF7gHPRq,A♭ Major,3:11,126,60,66,44,9,-5 dB,pop
2018,59,Be Careful,Cardi B,Cardi B,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd,F# Minor,3:31,152,57,82,54,3,-8 dB,pop; rap
2018,60,Wolves,Selena Gomez and Marshmello,"Selena Gomez, Marshmello",https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,B Minor,3:18,125,80,73,31,12,-5 dB,pop; post-teen pop; brostep; edm; pop; progressive electro house
2018,61,Bartier Cardi,Cardi B featuring 21 Savage,"Cardi B, 21 Savage",https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa,C# Major,3:44,138,52,91,11,0,-8 dB,pop; rap; atl hip hop; hip hop; rap
2018,62,God Is a Woman,Ariana Grande,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,C# Major,3:18,145,66,60,27,2,-6 dB,pop
2018,63,Big Bank,"YG featuring 2 Chainz, Nicki Minaj and Big Sean","YG, 2 Chainz, Nicki Minaj, Big Sean",https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,C# Major,3:57,204,35,75,11,1,-8 dB,cali rap; hip hop; pop rap; rap; southern hip hop; trap; atl hip hop; hip hop; pop rap; rap; southern hip hop; trap; hip pop; pop; queens hip hop; rap; detroit hip hop; hip hop; pop rap; r&b; rap; southern hip hop; trap
2018,64,Sorry Not Sorry,Demi Lovato,Demi Lovato,https://open.spotify.com/track/0yvPEnB032fojLfVluFjUv,B Minor,3:24,144,64,71,88,2,-7 dB,pop; post-teen pop
2018,65,How Long,Charlie Puth,Charlie Puth,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,C# Minor,3:21,110,56,85,81,21,-5 dB,pop; viral pop
2018,66,Lights Down Low,Max featuring Gnash,"Max, Gnash",https://open.spotify.com/track/60vvp6UXG2KmLmrNvcVHa8,C Minor,3:45,81,57,62,64,5,-5 dB,No genre found; alt z; pop
2018,67,Young Dumb & Broke,Khalid,Khalid,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,C# Major,3:23,137,54,80,39,20,-6 dB,pop; pop r&b
2018,68,One Kiss,Calvin Harris and Dua Lipa,"Calvin Harris, Dua Lipa",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,A Minor,3:35,124,86,79,59,4,-3 dB,dance pop; edm; electro house; house; pop; progressive house; uk dance; dance pop; pop; uk pop
2018,69,Natural,Imagine Dragons,Imagine Dragons,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,D Major,3:09,100,61,70,22,22,-6 dB,modern rock; pop; rock
2018,70,You Make It Easy,Jason Aldean,Jason Aldean,https://open.spotify.com/track/2TXtN9MoV308Y0z1HvyTfV,G Major,3:13,132,57,54,51,16,-5 dB,contemporary country; country; country road; modern country rock
2018,71,Shape of You,Ed Sheeran,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,C# Minor,3:54,96,65,83,93,58,-3 dB,pop; singer-songwriter pop; uk pop
2018,72,I Get the Bag,Gucci Mane featuring Migos,"Gucci Mane, Migos",https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,B Major,3:53,140,63,89,43,2,-5 dB,atl hip hop; dirty south rap; hip hop; pop rap; rap; southern hip hop; trap; atl hip hop; hip hop; pop rap; rap; southern hip hop; trap
2018,73,No Brainer,"DJ Khaled featuring Justin Bieber, Chance the Rapper and Quavo","DJ Khaled, Justin Bieber, Chance the Rapper, Quavo",https://open.spotify.com/track/1QgkHSEKOj5h7ovZAFY526,C Major,4:20,136,76,59,67,7,-5 dB,hip hop; miami hip hop; pop rap; rap; canadian pop; pop; chicago rap; conscious hip hop; hip hop; pop rap; rap; trap; atl hip hop; melodic rap; rap; trap
2018,74,Plain Jane,ASAP Ferg featuring Nicki Minaj,"ASAP Ferg, Nicki Minaj",https://open.spotify.com/track/2XNbZvHZOUaYKy7vjY60x2,B Major,3:23,170,85,79,38,6,-4 dB,hip hop; pop rap; rap; southern hip hop; trap; hip pop; pop; queens hip hop; rap
2018,75,Sky Walker,Miguel featuring Travis Scott,"Miguel, Travis Scott",https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,F# Major,4:19,146,51,67,18,17,-11 dB,r&b; urban contemporary; rap; slap house
2018,76,Marry Me,Thomas Rhett,Thomas Rhett,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,E♭ Major,3:25,85,41,58,50,10,-9 dB,contemporary country; country; country road; modern country rock
2018,77,Eastside,"Benny Blanco, Halsey and Khalid","Benny Blanco, Halsey, Khalid",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,F# Minor,2:51,90,69,63,33,55,-8 dB,pop; electropop; etherpop; indie poptimism; pop; pop; pop r&b
2018,78,Call Out My Name,The Weeknd,The Weeknd,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,C# Major,3:48,134,59,46,17,17,-5 dB,canadian contemporary r&b; canadian pop; pop
2018,79,King's Dead,"Jay Rock, Kendrick Lamar, Future and James Blake","Jay Rock, Kendrick Lamar, Future, James Blake",https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,C# Major,3:50,137,71,65,38,0,-5 dB,conscious hip hop; hip hop; rap; southern hip hop; trap; conscious hip hop; hip hop; rap; west coast rap; atl hip hop; hip hop; rap; southern hip hop; trap; art pop; indie soul; indietronica; uk alternative pop
2018,80,Happier,Marshmello and Bastille,"Marshmello, Bastille",https://open.spotify.com/track/7BqHUALzNBTanL6OvsqmC1,F Major,3:34,100,79,69,67,19,-3 dB,brostep; edm; pop; progressive electro house; metropopolis; modern rock; pop
2018,81,Te Boté,"Nio García, Darell and Casper Mágico featuring Bad Bunny, Nicky Jam and Ozuna","Nio García, Darell, Casper Mágico, Bad Bunny, Nicky Jam, Ozuna",https://open.spotify.com/track/42FWqCxAw5aG1FvjyVjIlH,E Minor,4:36,97,60,92,16,40,-4 dB,reggaeton; trap latino; urbano latino; latin hip hop; reggaeton; trap latino; urbano latino; reggaeton; reggaeton flow; trap latino; urbano latino; reggaeton; trap latino; urbano latino; latin hip hop; reggaeton; trap latino; urbano latino; puerto rican pop; reggaeton; trap latino; urbano latino
2018,82,Simple,Florida Georgia Line,Florida Georgia Line,https://open.spotify.com/track/4L9Ds4mpD3SuYoWwFUlv16,E♭ Major,3:05,200,88,36,86,8,-4 dB,contemporary country; country; country pop; country road; modern country rock
2018,83,Lemon,N.E.R.D and Rihanna,"N.E.R.D, Rihanna",https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,C# Major,3:40,95,73,92,20,0,-7 dB,hip hop; virginia hip hop; barbadian pop; pop; urban contemporary
2018,84,1-800-273-8255,Logic featuring Alessia Cara and Khalid,"Logic, Alessia Cara, Khalid",https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,F Minor,4:10,100,57,62,36,57,-8 dB,conscious hip hop; hip hop; pop rap; rap; canadian contemporary r&b; canadian pop; pop; pop; pop r&b
2018,85,Say Something,Justin Timberlake featuring Chris Stapleton,"Justin Timberlake, Chris Stapleton",https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS,B♭ Major,4:39,97,63,71,37,10,-7 dB,dance pop; pop; contemporary country; outlaw country
2018,86,I'm Upset,Drake,Drake,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT,B Minor,3:34,150,59,90,49,28,-8 dB,canadian hip hop; canadian pop; hip hop; pop rap; rap
2018,87,Get Along,Kenny Chesney,Kenny Chesney,https://open.spotify.com/track/6n6OQfBpCgzF9oEg8zhBN7,G Major,3:20,92,80,63,35,10,-6 dB,contemporary country; country; country road
2018,88,Moonlight,XXXTentacion,XXXTentacion,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,A Minor,2:15,128,54,92,71,56,-6 dB,emo rap; miami hip hop; rap
2018,89,What Lovers Do,Maroon 5 featuring SZA,"Maroon 5, SZA",https://open.spotify.com/track/2j5hsQvApottzvTn4pFJWF,F Minor,3:20,110,60,80,42,8,-5 dB,pop; pop; r&b; rap
2018,90,X,Nicky Jam and J Balvin,"Nicky Jam, J Balvin",https://open.spotify.com/track/5YUyW9opqNsMSEzzecZih1,A Minor,2:53,180,75,59,69,3,-5 dB,latin hip hop; reggaeton; trap latino; urbano latino; reggaeton; reggaeton colombiano; trap latino; urbano latino
2018,91,Outside Today,YoungBoy Never Broke Again,YoungBoy Never Broke Again,https://open.spotify.com/track/3sA7HKGzcKTVscdiTCrWpX,B Minor,2:09,134,67,85,6,14,-5 dB,baton rouge rap; rap
2018,92,Trip,Ella Mai,Ella Mai,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,B Minor,3:34,80,61,48,36,22,-6 dB,r&b; rap; uk contemporary r&b; urban contemporary
2018,93,Dura,Daddy Yankee,Daddy Yankee,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH,C# Major,3:20,95,84,78,84,17,-3 dB,latin hip hop; reggaeton; trap latino; urbano latino
